nct_id,brief_summary,intervention_type,summary_length_chars,summary_length_words,hedging_count,negation_count,hedging_density,negation_density
NCT03753776,"Breast cancer is the second most frequent cancer worldwide. Principal therapy consists in radiotherapy, but this technic has sides effects as radiodermatitis, concerning about 90 percent of women treated.  Risk of flushing could be reduced by hygienic rules, but no treatment proved its efficacy to prevent radiodermatitis.  Homeopathy is popular but also contested. No clinical trial proved its efficacy for this indication. The present study aims at evaluating Radium bromatum efficacy (homeopathy), compared to placebo, to prevent radiodermatitis apparition for women treated for breast cancer.",DRUG,597,84,1,2,0.011904761904761904,0.023809523809523808
NCT03760276,A pilot study was performed to evaluate the appropriateness of the voriconazole dosing regimen based on the population pharmacokinetic model and the influence of sex on the pharmacokinetics of voriconazole,DRUG,205,30,1,0,0.03333333333333333,0.0
NCT00784017,This multicentric phase III study is designed to assess the efficacy and safety of recombinant asparaginase (rASNase) in comparison to Asparaginase medac™ during treatment of children with de novo ALL,DRUG,200,30,1,0,0.03333333333333333,0.0
NCT02180217,"The study aimed to confirm long-term efficacy and safety of LCI699 for the treatment of patients with Cushing's disease. It was a pivotal trial which supported the registration of LCI699 for the treatment of patients with Cushing's disease in the US and the EU.  This is a phase lll, multi-center, double-blind, randomized withdrawal study of LCI699 following a 24 week, single-arm, open-label dose titration and treatment period which evaluated the safety and efficacy of LCI699 for the treatment of patients with Cushing's disease.",DRUG,533,87,0,0,0.0,0.0
NCT03040089,"This is a prospective, multi-center, split-face, controlled clinical trial that aims to investigate the efficacy and safety of picosecond, neodymium-doped yttrium aluminum garnet laser laser therapy on patients with melasma, compared with 2% hydroquinone cream. The trial will be performed by two Korean institutions on 45 subjects.",DRUG,332,48,0,0,0.0,0.0
NCT01171989,The current trial will evaluate the safety and immunogenicity of GSK Biologicals' GSK2202083A vaccine when administered as a booster dose following priming in the first year of life with the same vaccine.  This protocol posting deals with objectives \& outcome measures of the booster phase. The objectives \& outcome measures of the primary phase are presented in a separate protocol posting (NCT number = NCT00970307).,BIOLOGICAL,420,63,1,0,0.015873015873015872,0.0
NCT02558868,"This study is a randomized, open-label, controlled study that will compare the efficacy of oxaliplatin in combination with irinotecan to irinotecan alone as second-line treatment for patients with gemcitabine and S-1 refractory pancreatic cancer.",DRUG,246,36,0,0,0.0,0.0
NCT02696850,"The goal of this research project is to explore the impact of the addition of budesonide to high-volume, low-pressure nasal sinus saline irrigation (aka ""Neti-Pot""-type systems) for patients with chronic rhinosinusitis with or without nasal polyps.",DRUG,248,40,0,1,0.0,0.025
NCT00389350,The objective of this study was to determine if taking an extract of green tea for three months could improve glucose control in adults with diabetes.,DRUG,150,26,1,0,0.038461538461538464,0.0
NCT02193191,The purpose of this research study is to test the safety and efficacy of a drug called Plerixafor. Plerixafor is approved by the US FDA for use in increasing blood stem cell counts before collection in cancer patients. It is not yet approved for patients with sickle cell disease. The investigators want to find out if Plerixafor can be used to increase cell counts in patients with sickle cell disease.,DRUG,403,70,0,1,0.0,0.014285714285714285
NCT00551291,"This single arm study will evaluate the efficacy and safety of a combination of NeoRecormon, CellCept and prednisone in patients with low or moderate risk myelodysplastic syndromes (MDS). In the first phase of the study, patients will receive CellCept (1g p.o. twice daily) plus prednisone. After 3 months, if patients have not responded to treatment, NeoRecormon (30000 IU/week, s.c.) will be added to the treatment regimen. If there is no response to NeoRecormon after 6 weeks, the dose will be increased to 60000 IU/week. The anticipated time on study treatment is 3-12 months, and the target sample size is \<100 individuals.",DRUG,629,99,1,2,0.010101010101010102,0.020202020202020204
NCT00134550,"Lower limb complications are a substantial matter in the diabetic population and studies show that the annual incidence of foot ulcers ranges from 1.0-4.1% while the cumulative lifetime incidence is approximately 15%. Foot ulcers may become complicated by infection or gangrene, and ultimately result in amputation. In addition, foot ulcers have a significant impact on quality of life (QoL). The treatment of diabetic foot ulcers has not made substantial progress in recent years with regards to improved healing although there have been several actions taken to update the process. The current practice consists of wound debridement, treatment of underlying infections and pressure relief. This trial investigates the adjunctive effects of high (80 mg) or low (10 mg) dose atorvastatin to conventional treatment on the healing of diabetic foot ulcers.",DRUG,853,125,2,1,0.016,0.008
NCT01099618,"The study intends on enrolling 48 subjects with diabetes. Diabetic subjects that no longer need insulin will be randomly placed (like the flip of a coin) on a diabetes pill called metformin, a diabetes pill called sitagliptin or a placebo pill (a pill without active medication). Subjects on pills will be followed for 3½ years and undergo blood tests at specified intervals to assess their ability to make insulin. These studies will allow a better understanding of the factors that lead to high blood sugar in patients with ketosis-prone diabetes mellitus (KPDM) and direct the best diabetes treatment for this patient population.  Hypothesis: Metformin therapy or sitagliptin therapy compared to placebo, will improve β-cell function, insulin sensitivity, and allow for a longer period of time prior to encountering an insulin-deficient relapse after discontinuation of insulin therapy.",DRUG,889,136,1,2,0.007352941176470588,0.014705882352941176
NCT00181974,The purpose of this study is to determine the effectiveness of a fibrin glue in burn surgery with respect to hemostasis and skin graft fixation.,DRUG,144,25,0,0,0.0,0.0
NCT01478490,The study aims to compare blood and urine concentrations of mirabegron (YM178) in healthy poor or extensive metabolizers for CYP2D6 and to evaluate if blood levels of metoprolol change whilst being dosed at the same time with daily miragebron.,DRUG,243,40,1,0,0.025,0.0
NCT06856590,"This study aims to evaluate whether a combination of oral zinc supplementation and transdermal clobetasol cream is effective in preventing and reducing the severity of hand-foot skin reaction (HFSR) induced by regorafenib treatment.  HFSR is one of the most common adverse effects of regorafenib, affecting more than 50% of patients, with 10-15% experiencing severe Grade 3 toxicity. Clobetasol, a high-potency corticosteroid, has been shown to significantly reduce the severity of HFSR when used preemptively rather than reactively. Additionally, recent clinical trials indicate that oral zinc supplementation may further reduce the incidence of Grade ≥2 HFSR.  This prospective, non-randomized interventional study will compare three treatment groups:  Oral zinc supplementation + transdermal clobetasol cream Transdermal clobetasol cream alone Oral zinc supplementation alone The study will assess the effectiveness of these treatments using CTCAE grading, the Hand-Foot Syndrome Scale-14, and quality of life measures (FACT-G, fatigue, and anxiety/depression scales). Additionally, the study will evaluate the impact of HFSR on treatment adherence, regorafenib dose modifications, and overall survival.  The study will enroll approximately 120 patients across multiple centers in Türkiye.",DRUG,1292,177,6,0,0.03389830508474576,0.0
